0:00:27.815676, Velocity, -0.01, 0.0, -0.14
0:00:28.340893, Velocity, -0.01, 0.0, -0.14
0:00:29.362474, Velocity, 0.01, -0.02, -0.1
0:00:29.875601, Velocity, 0.1, -0.33, -0.08
0:00:30.887686, Velocity, 0.2, -0.4, -0.08
0:00:31.400156, Velocity, 0.2, -0.4, -0.08
0:00:32.416707, Velocity, 0.12, -0.14, -0.05
0:00:32.932597, Velocity, 0.11, -0.06, 0.0
0:00:33.955369, Velocity, 0.22, -0.14, -0.04
0:00:34.478520, Velocity, 0.19, -0.13, -0.08
0:00:35.501972, Velocity, 0.19, -0.27, -0.06
0:00:36.034184, Velocity, 0.2, -0.29, 0.0
0:00:37.047489, Velocity, 0.0, -0.08, -0.04
0:00:37.558070, Velocity, 0.0, -0.03, -0.03
0:00:38.567308, Velocity, -0.02, -0.05, -0.02
0:00:39.076020, Velocity, 0.02, -0.08, -0.04
0:00:40.089584, Velocity, 0.0, -0.03, 0.46
0:00:40.601310, Velocity, -0.01, -0.1, 0.45
0:00:41.617207, Velocity, -0.03, -0.02, 0.52
0:00:42.129547, Velocity, 0.0, 0.02, 0.47
0:00:43.141766, Velocity, 0.14, -0.02, 0.15
0:00:43.656755, Velocity, -0.01, 0.1, -0.04
0:00:44.674079, Velocity, 0.0, 0.05, -0.02
0:00:45.188008, Velocity, 0.0, 0.01, 0.01
0:00:46.200677, Velocity, -0.01, 0.0, 0.04
0:00:46.719410, Velocity, -0.01, -0.01, 0.05
0:00:47.736997, Velocity, -0.01, -0.02, 0.08
0:00:48.250938, Velocity, -0.01, -0.02, 0.1
0:00:48.764391, Velocity, -0.01, -0.03, 0.12
0:00:49.275032, Velocity, -0.02, -0.02, 0.13
0:00:49.785115, Velocity, -0.03, -0.02, 0.15
0:00:50.293331, Velocity, -0.03, -0.02, 0.17
0:00:50.801174, Velocity, -0.03, -0.02, 0.18
0:00:51.307503, Velocity, -0.04, -0.02, 0.2
0:00:51.814005, Velocity, -0.04, -0.02, 0.22
0:00:52.320200, Velocity, -0.06, -0.03, 0.23
