0:00:12.080592, Velocity, 0.02, -0.05, -0.19
0:00:12.184585, Velocity, 0.02, -0.05, -0.19
0:00:12.288481, Velocity, 0.02, -0.05, -0.19
0:00:12.393047, Velocity, 0.02, -0.05, -0.19
0:00:12.500020, Velocity, 0.03, 0.03, -0.02
0:00:12.610602, Velocity, 0.03, 0.03, -0.02
0:00:12.716798, Velocity, 0.03, 0.03, -0.02
0:00:12.820195, Velocity, 0.03, 0.03, -0.02
0:00:12.923597, Velocity, 0.03, 0.03, -0.02
0:00:13.027854, Velocity, 0.03, 0.03, -0.02
0:00:13.131175, Velocity, 0.03, 0.03, -0.02
0:00:13.234613, Velocity, 0.03, 0.03, -0.02
0:00:13.338503, Velocity, 0.03, 0.03, -0.02
0:00:13.442542, Velocity, 0.03, 0.03, -0.02
0:00:13.551100, Velocity, 0.06, -0.04, -0.17
0:00:13.661995, Velocity, 0.06, -0.04, -0.17
0:00:13.767987, Velocity, 0.06, -0.04, -0.17
0:00:13.874087, Velocity, 0.06, -0.04, -0.17
0:00:13.977346, Velocity, 0.06, -0.04, -0.17
0:00:14.080735, Velocity, 0.06, -0.04, -0.17
0:00:14.184096, Velocity, 0.06, -0.04, -0.17
0:00:14.288097, Velocity, 0.06, -0.04, -0.17
0:00:14.393017, Velocity, 0.06, -0.04, -0.17
0:00:14.502016, Velocity, 0.09, -0.05, -0.26
0:00:14.611539, Velocity, 0.09, -0.05, -0.26
0:00:14.716472, Velocity, 0.09, -0.05, -0.26
0:00:14.820028, Velocity, 0.09, -0.05, -0.26
0:00:14.923569, Velocity, 0.09, -0.05, -0.26
0:00:15.027022, Velocity, 0.09, -0.05, -0.26
0:00:15.130515, Velocity, 0.09, -0.05, -0.26
0:00:15.240924, Velocity, 0.09, -0.05, -0.26
0:00:15.346938, Velocity, 0.09, -0.05, -0.26
0:00:15.458004, Velocity, 0.09, -0.05, -0.26
0:00:15.571977, Velocity, 0.05, 0.0, -0.27
0:00:15.685723, Velocity, 0.05, 0.0, -0.27
0:00:15.789048, Velocity, 0.05, 0.0, -0.27
0:00:15.892601, Velocity, 0.05, 0.0, -0.27
0:00:15.996468, Velocity, 0.05, 0.0, -0.27
0:00:16.100143, Velocity, 0.05, 0.0, -0.27
0:00:16.203739, Velocity, 0.05, 0.0, -0.27
0:00:16.308941, Velocity, 0.05, 0.0, -0.27
0:00:16.414022, Velocity, 0.05, 0.0, -0.27
0:00:16.520627, Velocity, -0.04, -0.01, -0.27
0:00:16.629861, Velocity, -0.04, -0.01, -0.27
0:00:16.734086, Velocity, -0.04, -0.01, -0.27
0:00:16.837979, Velocity, -0.04, -0.01, -0.27
0:00:16.943104, Velocity, -0.04, -0.01, -0.27
0:00:17.050568, Velocity, -0.04, -0.01, -0.27
0:00:17.160800, Velocity, -0.04, -0.01, -0.27
0:00:17.674585, Velocity, 0.05, -0.1, -0.26
0:00:18.684952, Velocity, 0.31, -0.32, -0.16
0:00:19.194855, Velocity, 0.31, -0.32, -0.16
0:00:20.208649, Velocity, 0.41, -0.36, -0.08
0:00:20.719510, Velocity, 0.41, -0.41, -0.03
0:00:21.729833, Velocity, 0.2, -0.17, -0.09
0:00:22.241136, Velocity, 0.2, -0.17, -0.09
0:00:23.248580, Velocity, 0.05, -0.15, -0.15
0:00:23.758132, Velocity, 0.0, -0.04, -0.16
0:00:24.768519, Velocity, -0.01, 0.08, -0.13
0:00:25.283953, Velocity, -0.01, 0.08, -0.13
0:00:26.299811, Velocity, 0.0, 0.03, -0.18
0:00:26.808295, Velocity, -0.05, 0.0, -0.23
